Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes,Observation_Year,Observation_Month,Observation_Day
118,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.9,158.4,Subadult,Male,2021-04-23,Chad,Rivers,Least Concern,Caroline David,Commercial person top front under American tell ball we.,2021,4,23
119,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.55,524.1,Adult,Female,2008-09-27,Colombia,Flooded Savannas,Critically Endangered,Deborah Clark,Indicate police marriage phone face what lot source rate father authority art keep machine daughter parent fine.,2008,9,27
120,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.22,809.0,Adult,Male,2006-09-07,Malaysia,Coastal Wetlands,Least Concern,Morgan Valencia,Candidate have no five letter environment easy best face his past eat.,2006,9,7
121,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.86,8.1,Juvenile,Female,2017-09-21,Guinea,Forest Swamps,Vulnerable,Caitlin Murphy,Return couple city you level these market bed hotel lead drive on any example our successful pull.,2017,9,21
122,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.69,100.3,Adult,Male,2007-07-19,Papua New Guinea,Freshwater Wetlands,Least Concern,Adam Rodriguez,Think road shake hand hundred now crime network available mean.,2007,7,19
123,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.37,18.1,Adult,Female,2020-07-26,Côte d'Ivoire,Forest Swamps,Vulnerable,Diana Hays,Budget window hour some fund voice sense current meeting.,2020,7,26
124,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.26,86.1,Adult,Male,2020-12-19,Cuba,Swamps,Critically Endangered,Amber Taylor,Sound mind chance throw cause use five hotel pattern successful order medical meeting majority.,2020,12,19
125,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.19,153.6,Adult,Female,2015-06-26,Iran (historic),Rivers,Vulnerable,Karen Smith,Purpose woman on someone rise read ago.,2015,6,26
126,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.04,190.0,Adult,Male,2007-10-24,Costa Rica,Coastal Lagoons,Vulnerable,Walter Patton,Officer return on color pick people subject challenge quite all way body affect finish charge real improve.,2007,10,24
127,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.05,82.8,Juvenile,Male,2023-08-25,Guinea,Shaded Forest Rivers,Critically Endangered,Tami Salas,Relationship million night your long heavy.,2023,8,25
128,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.87,199.9,Subadult,Unknown,2011-02-27,Venezuela,Flooded Savannas,Critically Endangered,Julia Patel,Great sign return poor really particular court east newspaper different win father eye debate relate first give value.,2011,2,27
129,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.32,213.1,Adult,Unknown,2005-12-04,Mexico,Coastal Lagoons,Vulnerable,Denise Martinez,Here woman stand west source fact explain.,2005,12,4
130,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.88,154.9,Adult,Female,2019-05-26,Laos,Swamps,Critically Endangered,Hannah Ramos,Section degree still even no even body scientist.,2019,5,26
131,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.55,47.9,Juvenile,Unknown,2012-02-29,Senegal,Lakes,Least Concern,Anthony Stein,Point appear including response beyond side accept nearly upon imagine.,2012,2,29
132,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.07,64.8,Subadult,Female,2024-05-20,Cuba,Freshwater Wetlands,Critically Endangered,Sherry Woods,Sense expert experience arrive shoulder present.,2024,5,20
133,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.52,39.0,Juvenile,Female,2016-02-07,Indonesia (Papua),Swamps,Least Concern,Parker Jefferson,Tree company think compare try young however many.,2016,2,7
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.55,621.4,Adult,Male,2013-02-17,Nigeria,Marshes,Least Concern,Tonya Howe,Across nothing blue work.,2013,2,17
135,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.07,75.5,Juvenile,Female,2017-07-06,Niger,Rivers,Least Concern,William Daniels,Threat care mean evening speak former room possible responsibility add front.,2017,7,6
136,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.57,27.1,Adult,Male,2018-08-07,Ghana,Forest Swamps,Vulnerable,Michael Lee,Task today still middle beautiful protect continue cell food easy end dog send west few.,2018,8,7
137,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.26,74.0,Adult,Unknown,2015-12-27,Indonesia (Papua),Swamps,Least Concern,Alexandra Valdez,Artist brother fill if maybe.,2015,12,27
138,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.81,126.9,Adult,Unknown,2005-08-07,Papua New Guinea,Rivers,Least Concern,Michele Collins,Police wait happen determine whatever long.,2005,8,7
139,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.05,344.0,Juvenile,Unknown,2007-06-20,India,Estuaries,Least Concern,William Brooks,Tree serious soon stay seven quite other skin moment month gun true born stock total dark.,2007,6,20
140,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.82,129.1,Subadult,Unknown,2008-02-06,Papua New Guinea,Rivers,Least Concern,Carmen Bond,Break day on before member speak law message lead around left southern.,2008,2,6
141,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.5,120.6,Subadult,Unknown,2023-01-10,Congo Basin Countries,Swamps,Endangered,Jennifer Velasquez,Official and general as yes various attorney value all important shoulder.,2023,1,10
142,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.94,65.9,Subadult,Unknown,2011-02-19,Philippines,Freshwater Marshes,Critically Endangered,Veronica Brewer,Hear through large true help bag who themselves card team budget year hotel camera without.,2011,2,19
143,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.52,107.0,Subadult,Male,2018-10-23,Senegal,Oases,Least Concern,Nicole Good,Pull name mother statement easy get every visit right both.,2018,10,23
144,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.11,179.1,Subadult,Male,2005-02-12,Iran (historic),Rivers,Vulnerable,Jennifer Miranda,Drive attack order land public the each.,2005,2,12
145,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.36,87.9,Adult,Unknown,2021-07-27,Congo Basin Countries,Forest Rivers,Endangered,Jeffrey Fernandez,Cell year doctor trouble office.,2021,7,27
146,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.68,273.7,Adult,Female,2024-08-31,Indonesia (Borneo),Rivers,Data Deficient,Patricia Cardenas,Few century produce determine feel article we they treatment.,2024,8,31
147,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.42,78.6,Adult,Female,2009-04-29,Mexico,Rivers,Least Concern,Jessica Simpson,Walk provide skill five indicate chance heavy senior.,2009,4,29
148,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.41,220.3,Adult,Male,2008-12-08,Ghana,Swamps,Critically Endangered,Samuel Turner,South trip none whose newspaper care drug data position.,2008,12,8
149,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.47,21.3,Adult,Male,2010-11-07,Côte d'Ivoire,Forest Swamps,Vulnerable,Sarah Davis,Appear help painting always authority source onto provide describe decade.,2010,11,7
150,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.45,121.0,Subadult,Unknown,2022-04-08,Laos,Oxbow Lakes,Critically Endangered,Elizabeth Stout,View while bring yourself look drug.,2022,4,8
151,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.17,60.6,Adult,Female,2021-12-27,Australia,Freshwater Rivers,Least Concern,Christine Herman,Focus executive letter possible final growth third letter sort.,2021,12,27
152,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.53,20.3,Adult,Unknown,2009-07-15,Ghana,Forest Swamps,Vulnerable,Pamela Flores,Have including none determine certainly end.,2009,7,15
153,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.88,32.3,Juvenile,Unknown,2006-04-18,Indonesia (Papua),Rivers,Least Concern,Lauren Butler,Cultural discover now early nearly want front.,2006,4,18
154,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.13,362.6,Subadult,Male,2025-12-11,South Africa,Rivers,Least Concern,Katherine Cummings,Leave run goal cause national contain threat wrong whatever model stuff avoid.,2025,12,11
155,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.27,177.7,Subadult,Female,2013-06-05,Indonesia (Borneo),Rivers,Data Deficient,Amber Smith,Successful discuss religious across media health pay project.,2013,6,5
156,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.16,28.2,Hatchling,Unknown,2021-02-16,Guatemala,Rivers,Least Concern,Karen Freeman,Mother in admit reveal movie expert maybe recently.,2021,2,16
157,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.04,171.9,Adult,Male,2010-05-26,Mauritania,Rivers,Least Concern,Todd White,Modern drive people education great.,2010,5,26
158,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.02,1032.7,Adult,Male,2008-02-22,Philippines,Tidal Rivers,Least Concern,Angela Chung,North wrong difficult range summer president teach service behavior here.,2008,2,22
159,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,76.1,Subadult,Unknown,2024-09-24,Papua New Guinea,Rivers,Least Concern,Amy Smith,Bar suddenly population former with wind thus try discover.,2024,9,24
160,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.6,6.9,Juvenile,Female,2010-05-29,Congo (DRC),Slow Streams,Data Deficient,Melissa Knight,Another avoid understand tonight nor allow up.,2010,5,29
161,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.64,149.5,Adult,Male,2017-01-05,Nigeria,Shaded Forest Rivers,Critically Endangered,Tyrone Matthews,Up federal nor note support quality.,2017,1,5
162,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.94,39.1,Juvenile,Female,2025-05-22,Cambodia,Slow Rivers,Critically Endangered,Janet Singh,May window approach join stuff future.,2025,5,22
163,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.22,74.6,Subadult,Unknown,2013-01-22,Belize,Rivers,Least Concern,Tina Sanders,Ahead event yeah make green wait it quickly produce beat peace.,2013,1,22
164,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.96,10.8,Subadult,Unknown,2008-04-10,Guinea,Small Streams,Vulnerable,Michelle Miller,Here six child hope guess before wall know seven bill beautiful.,2008,4,10
165,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.1,146.8,Adult,Unknown,2012-07-28,Malaysia (Borneo),Estuarine Systems,Data Deficient,Justin Hunt,Ago government behavior our foot history factor hold be.,2012,7,28
166,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.75,143.8,Adult,Unknown,2019-05-25,Guinea,Shaded Forest Rivers,Critically Endangered,Susan Spence,Minute rate college especially environmental certainly cold every feel.,2019,5,25
167,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,878.6,Adult,Unknown,2025-06-22,Papua New Guinea,Coastal Wetlands,Least Concern,Heather Raymond,Many pattern leader career according how success here.,2025,6,22
168,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.85,479.0,Subadult,Female,2023-01-31,Uganda,Rivers,Least Concern,Jessica Jordan,Carry fly water cut fire who why fact reason.,2023,1,31
169,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.13,12.3,Subadult,Unknown,2010-06-16,Cameroon,Forest Swamps,Vulnerable,Kenneth Sanchez MD,Half usually customer young conference should agree road wall decide something.,2010,6,16
170,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,0.36,70.2,Hatchling,Female,2019-06-20,Costa Rica,Coastal Lagoons,Vulnerable,Andrea Abbott,Pull cause field education child institution help last our old move type thank industry already.,2019,6,20
171,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.21,517.3,Adult,Unknown,2025-10-05,Indonesia,Estuaries,Least Concern,Meredith Burnett,Point be shoulder price great positive and worker quality hundred.,2025,10,5
172,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.31,88.7,Adult,Female,2008-08-23,Papua New Guinea,Rivers,Least Concern,Tracie Jordan,Better develop section newspaper reach determine hear.,2008,8,23
173,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.49,26.9,Adult,Female,2006-03-16,Congo (DRC),Slow Streams,Data Deficient,Michael Vaughn,General agency bit indeed which break wait.,2006,3,16
174,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.75,259.1,Subadult,Unknown,2018-02-21,USA (Florida),Brackish Rivers,Vulnerable,Eric Gibson,Miss give best reveal laugh attack.,2018,2,21
175,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.85,122.1,Adult,Unknown,2013-09-27,Australia,Billabongs,Least Concern,Michael Johnson,Possible quality clearly worker during company civil.,2013,9,27
176,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.69,90.7,Juvenile,Female,2007-04-27,Mexico,Coastal Lagoons,Vulnerable,Tina Hall,Picture control price how scene third last involve above Democrat everything region.,2007,4,27
177,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.04,13.6,Subadult,Male,2017-10-30,Congo (DRC),Slow Streams,Data Deficient,Laura Lloyd,Cost for leader energy television month police others particularly only.,2017,10,30
178,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.75,114.5,Subadult,Male,2021-03-03,Cuba,Freshwater Wetlands,Critically Endangered,Ryan Williamson,Try opportunity public finish draw bring health center home others offer institution.,2021,3,3
179,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.79,123.4,Subadult,Unknown,2008-01-21,Belize,Rivers,Least Concern,Mr. Thomas Arias,Never majority cell fire late approach grow.,2008,1,21
180,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.12,41.7,Juvenile,Female,2013-03-10,Cameroon,Forest Rivers,Endangered,Chad Ochoa,Measure manager range indeed style major bar air set factor ever Mrs collection leader score she near both.,2013,3,10
181,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.7,328.6,Adult,Female,2020-02-05,Colombia,Large Rivers,Critically Endangered,Reginald Morrow,My series service kid despite interesting save president easy themselves.,2020,2,5
182,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.98,153.5,Adult,Unknown,2013-12-28,Iran (historic),Marshes,Vulnerable,Dennis Atkins,Keep yes simply down specific onto go represent plan.,2013,12,28
183,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.32,868.3,Adult,Female,2008-09-24,Malaysia,Estuaries,Least Concern,Charles Clark,South now mother others collection without fall of weight method.,2008,9,24
184,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.1,70.3,Adult,Female,2013-05-23,Indonesia (Papua),Swamps,Least Concern,Robin Taylor,Try yeah term camera tend economic represent stock seven put majority officer environmental increase later.,2013,5,23
185,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.01,64.3,Juvenile,Female,2012-09-11,Cuba,Freshwater Wetlands,Critically Endangered,Sheryl Davis,Seek reason theory lawyer maintain old than suggest behavior will play recently sure somebody huge why station.,2012,9,11
186,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.5,26.4,Hatchling,Female,2019-07-15,Cameroon,Forest Rivers,Endangered,Frank Campbell MD,Not magazine gas radio any between.,2019,7,15
187,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.03,11.3,Subadult,Female,2013-11-15,Guinea,Forest Swamps,Vulnerable,Julia Martinez,Kid a when dark read car practice city usually ever.,2013,11,15
188,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.87,36.9,Juvenile,Male,2013-03-16,Malaysia (Borneo),Rivers,Data Deficient,Danielle Watson,Appear personal rise sense investment before believe degree back order.,2013,3,16
189,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.18,75.2,Adult,Unknown,2007-07-25,Belize,Rivers,Least Concern,Jill Smith,Stage write institution car audience him room bill finish thing case similar send.,2007,7,25
190,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.13,101.7,Juvenile,Male,2013-05-17,Venezuela,Flooded Savannas,Critically Endangered,Willie Thomas,None particular clearly goal defense security turn pattern kind describe to cause but role goal.,2013,5,17
191,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.74,133.6,Adult,Male,2017-06-12,Cuba,Swamps,Critically Endangered,Richard Wright,Easy over return expect wait agree suggest.,2017,6,12
